,Unnamed: 0,name,time,month,day,hourly_temperature(rochester),hourly_wind_speed(rochester),AWT26_Power(rochester),AWP_200_Power(rochester),D2CF_200_Power(rochester),AN_Bonus_150/30_Power(rochester),Aria_20_Power(rochester),WWD-1_D64_Power(rochester),solar(rochester),Solar_AllMax(rochester),Solar_TrinaSolar(rochester),Solar_Mitsubishi(rochester),Solar_FirstSolar(rochester)
472,35508,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,20,-3.4,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,22,7.1853276,8.02361582,5.986770213,10.41769864
473,35509,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,20,-3.9,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,1,0.3279279,0.366186155,0.273271178,0.475493334
474,35510,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,20,-4.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
475,35511,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,20,-4.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
476,35512,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,20,-4.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
477,35513,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,20,-4.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
478,35514,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,20,-5.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
479,35515,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,21,-5.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
480,35516,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,21,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
481,35517,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,21,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
482,35518,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,21,-5.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
483,35519,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,21,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
484,35520,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,21,-5.5,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
485,35521,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,21,-5.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
486,35522,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,21,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
487,35523,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,21,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,15,4.9431375,5.519836875,4.118815078,7.167072234
488,35524,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,21,-5.2,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,89,29.0460489,32.4347546,24.18862943,42.09997343
489,35525,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,21,-4.5,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,187,60.2329431,67.2601198,50.12166785,87.26361136
490,35526,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,21,-3.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,233,74.4825741,83.17220775,61.95633173,107.8846058
491,35527,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,21,-3.2,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,311,98.3468769,109.8206792,81.75533693,142.3978625
492,35528,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,21,-2.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,199,63.6185289,71.04069061,52.93339243,92.16288803
493,35529,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,21,-2.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,239,76.0146909,84.88307151,63.22722818,110.1001696
494,35530,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,21,-2.6,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,215,68.5625325,76.56149463,57.03967133,99.31764623
495,35531,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,21,-2.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,136,43.7946384,48.90401288,36.4572106,63.4630026
496,35532,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,21,-3.4,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,47,15.3092301,17.09530695,12.75311498,22.19369918
497,35533,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,21,-3.9,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,1,0.3279279,0.366186155,0.273271178,0.475493334
498,35534,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,21,-4.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
499,35535,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,21,-4.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
500,35536,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,21,-4.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
501,35537,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,21,-4.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
502,35538,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,21,-5.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
503,35539,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,22,-5.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
504,35540,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,22,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
505,35541,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,22,-5.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
506,35542,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,22,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
507,35543,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,22,-5.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
508,35544,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,22,-5.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
509,35545,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,22,-5.7,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
510,35546,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,22,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
511,35547,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,22,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,28,9.2144136,10.28942852,7.67705365,13.35923715
512,35548,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,22,-5.3,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,193,62.3055531,69.5745343,51.84411898,90.26406083
513,35549,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,22,-4.5,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,306,97.2848664,108.6347675,80.87671991,140.8644894
514,35550,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,22,-3.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,420,131.50368,146.845776,109.2209212,190.3062578
515,35551,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,22,-3.2,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,472,146.5922496,163.6946787,121.6986274,212.0863206
516,35552,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,22,-2.8,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,415,129.5254425,144.6367441,107.5810401,187.446667
517,35553,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,22,-2.5,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,371,116.2353759,129.7961698,96.5776383,168.2494101
518,35554,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,22,-2.5,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,283,89.5388511,99.9850504,74.44977485,129.6614954
519,35555,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,22,-2.8,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,116,37.4221104,41.78802328,31.15721285,54.23352495
520,35556,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,22,-3.3,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,28,9.1357896,10.20163172,7.61153365,13.24523235
521,35557,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,22,-3.8,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,1,0.3278109,0.366055505,0.273173678,0.475323684
522,35558,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,22,-4.2,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
523,35559,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,22,-4.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
524,35560,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,22,-4.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
525,35561,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,22,-4.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
526,35562,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,22,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
527,35563,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,23,-5.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
528,35564,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,23,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
529,35565,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,23,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
530,35566,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,23,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
531,35567,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,23,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
532,35568,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,23,-5.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
533,35569,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,23,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
534,35570,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,23,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
535,35571,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,23,-5.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,9,2.9677779,3.314018655,2.472980428,4.303106184
536,35572,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,23,-5.2,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,55,18.0154425,20.11724413,15.00660133,26.11597673
537,35573,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,23,-4.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,110,35.71557,39.8823865,29.73790531,51.76191694
538,35574,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,23,-3.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,118,38.1832896,42.63800672,31.79055921,55.33624234
539,35575,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,23,-3.1,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,153,49.2134751,54.9550472,40.96272873,71.30989718
540,35576,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,23,-2.7,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,139,44.7135339,49.93011286,37.22124755,64.79365156
541,35577,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,23,-2.4,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,83,26.8334601,29.96403045,22.3469436,38.89390816
542,35578,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,23,-2.4,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,84,27.1538064,30.32175048,22.61355285,39.35805615
543,35579,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,23,-2.7,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,48,15.5939616,17.41325712,12.9901944,22.6063584
544,35580,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,23,-3.2,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,12,3.9206736,4.37808552,3.26692965,5.68467135
545,35581,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,23,-3.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
546,35582,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,23,-4.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
547,35583,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,23,-4.4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
548,35584,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,23,-4.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
549,35585,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,23,-4.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
550,35586,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,23,-5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
551,35587,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,24,-4.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
552,35588,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,24,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
553,35589,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,24,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
554,35590,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,24,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
555,35591,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,24,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
556,35592,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,24,-5.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
557,35593,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,24,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
558,35594,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,24,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
559,35595,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,24,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,3,0.9895401,1.104986445,0.824598103,1.434814059
560,35596,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,24,-5.2,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,25,8.2151625,9.173598125,6.844673828,11.91066023
561,35597,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,24,-4.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,42,13.7370996,15.33976122,11.44392821,19.91505364
562,35598,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,24,-3.7,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,68,22.1232696,24.70431772,18.42647765,32.06893515
563,35599,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,24,-3,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,51,16.5811149,18.51557831,13.8122068,24.03710086
564,35600,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,24,-2.6,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,51,16.5572469,18.48892571,13.7923168,24.00249226
565,35601,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,24,-2.3,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,25,8.1303375,9.078876875,6.773986328,11.78766398
566,35602,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,24,-2.3,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,25,8.1303375,9.078876875,6.773986328,11.78766398
567,35603,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,24,-2.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,15,4.8887325,5.459084625,4.073477578,7.088184984
568,35604,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,24,-3.1,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,4,1.3075464,1.46009348,1.08958885,1.89590835
569,35605,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,24,-3.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
570,35606,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,24,-4,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
571,35607,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,24,-4.3,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
572,35608,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,24,-4.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
573,35609,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,24,-4.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
574,35610,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,24,-4.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
575,35611,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,25,-4.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
576,35612,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,25,-5.1,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
577,35613,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,25,-5.2,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
578,35614,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,25,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
579,35615,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,25,-5.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
580,35616,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,25,-5.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
581,35617,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,25,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
582,35618,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,25,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
583,35619,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,25,-5.6,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,16,5.2702464,5.88510848,4.3913416,7.6413144
584,35620,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,25,-5.1,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,103,33.5524251,37.4668747,27.93837373,48.62851868
585,35621,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,25,-4.3,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,326,103.3382184,115.3943439,85.89499141,149.6150451
586,35622,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,25,-3.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,407,127.4761851,142.3484067,105.8869502,184.489189
587,35623,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,25,-2.9,5.7,135.2657614,90.148025,151.2601787,105.6062074,13.36658967,807.8185209,485,150.2382075,167.7659984,124.7111495,217.3465769
588,35624,"ROCHESTER GREATER INTERNATIONAL, NY US",13,1,25,-2.5,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,554,170.0112984,189.8459499,141.0401904,245.8655289
589,35625,"ROCHESTER GREATER INTERNATIONAL, NY US",14,1,25,-2.2,5.8,141.7963738,92.66103118,156.2307373,108.224217,13.7270137,832.1766794,438,136.0428876,151.9145578,112.9715962,196.8553578
590,35626,"ROCHESTER GREATER INTERNATIONAL, NY US",15,1,25,-2.2,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,321,101.0209149,112.8066883,83.97060768,146.2618153
591,35627,"ROCHESTER GREATER INTERNATIONAL, NY US",16,1,25,-2.4,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,189,60.3995049,67.44611381,50.2589113,87.50353126
592,35628,"ROCHESTER GREATER INTERNATIONAL, NY US",17,1,25,-2.9,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,47,15.2817351,17.0646042,12.73020248,22.15383143
593,35629,"ROCHESTER GREATER INTERNATIONAL, NY US",18,1,25,-3.5,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,1,0.3274599,0.365663555,0.272881178,0.474814734
594,35630,"ROCHESTER GREATER INTERNATIONAL, NY US",19,1,25,-3.9,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
595,35631,"ROCHESTER GREATER INTERNATIONAL, NY US",20,1,25,-4.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
596,35632,"ROCHESTER GREATER INTERNATIONAL, NY US",21,1,25,-4.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
597,35633,"ROCHESTER GREATER INTERNATIONAL, NY US",22,1,25,-4.7,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
598,35634,"ROCHESTER GREATER INTERNATIONAL, NY US",23,1,25,-4.8,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
599,35635,"ROCHESTER GREATER INTERNATIONAL, NY US",24,1,26,-4.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
600,35636,"ROCHESTER GREATER INTERNATIONAL, NY US",1,1,26,-5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
601,35637,"ROCHESTER GREATER INTERNATIONAL, NY US",2,1,26,-5.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
602,35638,"ROCHESTER GREATER INTERNATIONAL, NY US",3,1,26,-5.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
603,35639,"ROCHESTER GREATER INTERNATIONAL, NY US",4,1,26,-5.3,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
604,35640,"ROCHESTER GREATER INTERNATIONAL, NY US",5,1,26,-5.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
605,35641,"ROCHESTER GREATER INTERNATIONAL, NY US",6,1,26,-5.5,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
606,35642,"ROCHESTER GREATER INTERNATIONAL, NY US",7,1,26,-5.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
607,35643,"ROCHESTER GREATER INTERNATIONAL, NY US",8,1,26,-5.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,27,8.8831161,9.919479645,7.401086353,12.87897241
608,35644,"ROCHESTER GREATER INTERNATIONAL, NY US",9,1,26,-5.1,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,121,39.3395079,43.92911716,32.75258893,57.01123838
609,35645,"ROCHESTER GREATER INTERNATIONAL, NY US",10,1,26,-4.3,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,245,78.3587175,87.50056788,65.17456695,113.4928499
610,35646,"ROCHESTER GREATER INTERNATIONAL, NY US",11,1,26,-3.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,436,136.0644384,151.9386229,112.9931769,196.8903134
611,35647,"ROCHESTER GREATER INTERNATIONAL, NY US",12,1,26,-2.8,5.6,128.7303897,87.59593475,146.1581855,102.911209,13.00315804,782.440766,501,154.8545409,172.920904,128.5254081,224.0068053
