,Unnamed: 0,name,time,month,day,hourly_temperature(nyc),hourly_wind_speed(nyc),AWT26_Power(nyc),AWP_200_Power(nyc),D2CF_200_Power(nyc),AN_Bonus_150/30_Power(nyc),Aria_20_Power(nyc),WWD-1_D64_Power(nyc),solar(nyc),Solar_AllMax(nyc),Solar_TrinaSolar(nyc),Solar_Mitsubishi(nyc),Solar_FirstSolar(nyc)
6034,6034,"LA GUARDIA AIRPORT, NY US",11,9,9,23.5,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,689,187.2158379,209.0576857,155.0296357,270.4562597
6035,6035,"LA GUARDIA AIRPORT, NY US",12,9,9,24.2,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,599,164.1625989,183.3149021,136.0587749,237.274886
6036,6036,"LA GUARDIA AIRPORT, NY US",13,9,9,24.7,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,672,182.0540736,203.2937155,150.7761024,263.0207664
6037,6037,"LA GUARDIA AIRPORT, NY US",14,9,9,24.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,384,107.8677504,120.4523213,89.5842816,156.0955392
6038,6038,"LA GUARDIA AIRPORT, NY US",15,9,9,24.9,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,373,104.8781631,117.1139488,87.11021135,151.7782961
6039,6039,"LA GUARDIA AIRPORT, NY US",16,9,9,24.6,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,302,85.7733756,95.78026942,71.28884971,124.1779851
6040,6040,"LA GUARDIA AIRPORT, NY US",17,9,9,24.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,260,74.38002,83.057689,61.84329125,107.7076748
6041,6041,"LA GUARDIA AIRPORT, NY US",18,9,9,23.3,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,82,24.0473856,26.85291392,20.02555671,34.85445004
6042,6042,"LA GUARDIA AIRPORT, NY US",19,9,9,22.7,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,4,1.1868024,1.32526268,0.98896885,1.72082955
6043,6043,"LA GUARDIA AIRPORT, NY US",20,9,9,22.2,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6044,6044,"LA GUARDIA AIRPORT, NY US",21,9,9,21.8,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
6045,6045,"LA GUARDIA AIRPORT, NY US",22,9,9,21.4,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
6046,6046,"LA GUARDIA AIRPORT, NY US",23,9,9,20.9,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6047,6047,"LA GUARDIA AIRPORT, NY US",24,9,10,20.4,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6048,6048,"LA GUARDIA AIRPORT, NY US",1,9,10,20.3,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6049,6049,"LA GUARDIA AIRPORT, NY US",2,9,10,19.9,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6050,6050,"LA GUARDIA AIRPORT, NY US",3,9,10,19.7,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6051,6051,"LA GUARDIA AIRPORT, NY US",4,9,10,19.4,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6052,6052,"LA GUARDIA AIRPORT, NY US",5,9,10,19.2,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6053,6053,"LA GUARDIA AIRPORT, NY US",6,9,10,19.2,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,4,1.2031824,1.34355368,1.00261885,1.74458055
6054,6054,"LA GUARDIA AIRPORT, NY US",7,9,10,19.6,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,56,16.7161344,18.66635008,13.9236146,24.2317446
6055,6055,"LA GUARDIA AIRPORT, NY US",8,9,10,20.5,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,107,31.6355451,35.3263587,26.33923335,45.84726136
6056,6056,"LA GUARDIA AIRPORT, NY US",9,9,10,21.5,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,197,57.3920691,64.0878105,47.74631685,83.13620086
6057,6057,"LA GUARDIA AIRPORT, NY US",10,9,10,22.4,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,127,37.1772561,41.51460265,30.94762948,53.87281778
6058,6058,"LA GUARDIA AIRPORT, NY US",11,9,10,23.3,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,175,50.7493875,56.67014938,42.22770508,73.52166773
6059,6059,"LA GUARDIA AIRPORT, NY US",12,9,10,24,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,457,127.6306401,142.5208814,105.9261577,184.6215377
6060,6060,"LA GUARDIA AIRPORT, NY US",13,9,10,24.4,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,464,129.2544384,144.3341229,107.2659656,186.9623736
6061,6061,"LA GUARDIA AIRPORT, NY US",14,9,10,24.7,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,384,107.9126784,120.5024909,89.6217216,156.1606848
6062,6062,"LA GUARDIA AIRPORT, NY US",15,9,10,24.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,265,75.5778675,84.39528538,62.83605883,109.438987
6063,6063,"LA GUARDIA AIRPORT, NY US",16,9,10,24.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,407,114.1904841,127.5127072,94.81553273,165.2249225
6064,6064,"LA GUARDIA AIRPORT, NY US",17,9,10,23.9,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,238,68.3258016,76.29714512,56.82080871,98.95229164
6065,6065,"LA GUARDIA AIRPORT, NY US",18,9,10,23.2,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,43,12.6741081,14.15275405,10.55792585,18.37353571
6066,6066,"LA GUARDIA AIRPORT, NY US",19,9,10,22.6,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,2,0.5937756,0.66304942,0.494804713,0.860966138
6067,6067,"LA GUARDIA AIRPORT, NY US",20,9,10,22.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6068,6068,"LA GUARDIA AIRPORT, NY US",21,9,10,21.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6069,6069,"LA GUARDIA AIRPORT, NY US",22,9,10,21.2,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
6070,6070,"LA GUARDIA AIRPORT, NY US",23,9,10,20.8,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6071,6071,"LA GUARDIA AIRPORT, NY US",24,9,11,20.3,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6072,6072,"LA GUARDIA AIRPORT, NY US",1,9,11,20.2,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6073,6073,"LA GUARDIA AIRPORT, NY US",2,9,11,19.8,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6074,6074,"LA GUARDIA AIRPORT, NY US",3,9,11,19.5,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6075,6075,"LA GUARDIA AIRPORT, NY US",4,9,11,19.2,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6076,6076,"LA GUARDIA AIRPORT, NY US",5,9,11,19.1,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6077,6077,"LA GUARDIA AIRPORT, NY US",6,9,11,19,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,4,1.2041184,1.34459888,1.00339885,1.74593775
6078,6078,"LA GUARDIA AIRPORT, NY US",7,9,11,19.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,63,18.8049141,20.99882075,15.66253848,27.25870868
6079,6079,"LA GUARDIA AIRPORT, NY US",8,9,11,20.3,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,144,42.4216224,47.37081168,35.3083896,61.4673792
6080,6080,"LA GUARDIA AIRPORT, NY US",9,9,11,21.3,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,102,30.0796776,33.58897332,25.04484221,43.59346954
6081,6081,"LA GUARDIA AIRPORT, NY US",10,9,11,22.3,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,450,126.6813,141.460785,105.1481953,183.2584584
6082,6082,"LA GUARDIA AIRPORT, NY US",11,9,11,23.1,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,723,195.9298911,218.7883784,162.1918801,282.9898299
6083,6083,"LA GUARDIA AIRPORT, NY US",12,9,11,23.8,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,769,206.5242549,230.6187513,170.8783197,298.2061147
6084,6084,"LA GUARDIA AIRPORT, NY US",13,9,11,24.2,5.2,102.9347791,76.80153631,125.0631233,91.27421963,11.5365411,674.0537455,743,199.8719781,223.1903755,165.4162052,288.6436793
6085,6085,"LA GUARDIA AIRPORT, NY US",14,9,11,24.4,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,659,179.0642049,199.9550288,148.3203948,258.72215
6086,6086,"LA GUARDIA AIRPORT, NY US",15,9,11,24.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,561,154.2996279,172.3012512,127.9309607,223.0670552
6087,6087,"LA GUARDIA AIRPORT, NY US",16,9,11,24.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,396,111.3498144,124.3406261,92.46660885,161.124683
6088,6088,"LA GUARDIA AIRPORT, NY US",17,9,11,23.7,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,245,70.3325175,78.53797788,58.48606695,101.8548599
6089,6089,"LA GUARDIA AIRPORT, NY US",18,9,11,23,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,65,19.1235525,21.35463362,15.92754008,27.72019148
6090,6090,"LA GUARDIA AIRPORT, NY US",19,9,11,22.4,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,2,0.5942436,0.66357202,0.495194713,0.861644738
6091,6091,"LA GUARDIA AIRPORT, NY US",20,9,11,21.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6092,6092,"LA GUARDIA AIRPORT, NY US",21,9,11,21.4,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6093,6093,"LA GUARDIA AIRPORT, NY US",22,9,11,21.1,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
6094,6094,"LA GUARDIA AIRPORT, NY US",23,9,11,20.6,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
6095,6095,"LA GUARDIA AIRPORT, NY US",24,9,12,20.2,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6096,6096,"LA GUARDIA AIRPORT, NY US",1,9,12,19.9,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
6097,6097,"LA GUARDIA AIRPORT, NY US",2,9,12,19.6,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6098,6098,"LA GUARDIA AIRPORT, NY US",3,9,12,19.3,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6099,6099,"LA GUARDIA AIRPORT, NY US",4,9,12,19.1,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6100,6100,"LA GUARDIA AIRPORT, NY US",5,9,12,18.8,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6101,6101,"LA GUARDIA AIRPORT, NY US",6,9,12,18.8,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,2,0.6026676,0.67297882,0.502214713,0.873859537
6102,6102,"LA GUARDIA AIRPORT, NY US",7,9,12,19.2,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,23,6.9029601,7.708305445,5.751370728,10.00817033
6103,6103,"LA GUARDIA AIRPORT, NY US",8,9,12,20.1,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,71,21.1147539,23.57814186,17.58518393,30.60570308
6104,6104,"LA GUARDIA AIRPORT, NY US",9,9,12,21.1,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,185,54.0606075,60.36767838,44.97959633,78.31530248
6105,6105,"LA GUARDIA AIRPORT, NY US",10,9,12,22.1,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,190,55.26606,61.713767,45.98025531,80.05923244
6106,6106,"LA GUARDIA AIRPORT, NY US",11,9,12,22.9,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,170,49.4088,55.17316,41.11412281,71.58147394
6107,6107,"LA GUARDIA AIRPORT, NY US",12,9,12,23.6,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,77,22.5675681,25.20045105,18.7940226,32.71040056
6108,6108,"LA GUARDIA AIRPORT, NY US",13,9,12,24.1,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,122,35.4923376,39.63311032,29.54611021,51.43232614
6109,6109,"LA GUARDIA AIRPORT, NY US",14,9,12,24.3,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,181,52.2394779,58.33408366,43.46502155,75.67776916
6110,6110,"LA GUARDIA AIRPORT, NY US",15,9,12,24.3,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,104,30.2971344,33.83180008,25.2252026,43.9079082
6111,6111,"LA GUARDIA AIRPORT, NY US",16,9,12,24.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,49,14.3806719,16.05841696,11.97891868,20.84688263
6112,6112,"LA GUARDIA AIRPORT, NY US",17,9,12,23.5,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,60,17.62794,19.684533,14.68249125,25.55287875
6113,6113,"LA GUARDIA AIRPORT, NY US",18,9,12,22.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,15,4.4429625,4.961308125,3.702002578,6.441818484
6114,6114,"LA GUARDIA AIRPORT, NY US",19,9,12,22.2,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,1,0.2973909,0.332086505,0.247823678,0.431214684
6115,6115,"LA GUARDIA AIRPORT, NY US",20,9,12,21.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6116,6116,"LA GUARDIA AIRPORT, NY US",21,9,12,21.3,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6117,6117,"LA GUARDIA AIRPORT, NY US",22,9,12,20.9,4.3,51.61130982,47.87576789,80.87296278,59.90957411,8.329796459,434.8765876,0,0,0,0,0
6118,6118,"LA GUARDIA AIRPORT, NY US",23,9,12,20.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
6119,6119,"LA GUARDIA AIRPORT, NY US",24,9,13,20,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6120,6120,"LA GUARDIA AIRPORT, NY US",1,9,13,19.8,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
6121,6121,"LA GUARDIA AIRPORT, NY US",2,9,13,19.4,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6122,6122,"LA GUARDIA AIRPORT, NY US",3,9,13,19.2,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6123,6123,"LA GUARDIA AIRPORT, NY US",4,9,13,18.9,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6124,6124,"LA GUARDIA AIRPORT, NY US",5,9,13,18.7,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6125,6125,"LA GUARDIA AIRPORT, NY US",6,9,13,18.7,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,8,2.4099216,2.69107912,2.0081354,3.4942506
6126,6126,"LA GUARDIA AIRPORT, NY US",7,9,13,19.1,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,118,35.0355216,39.12299912,29.16741921,50.77197874
6127,6127,"LA GUARDIA AIRPORT, NY US",8,9,13,20,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,338,97.3900356,108.7522064,80.92166371,140.9732829
6128,6128,"LA GUARDIA AIRPORT, NY US",9,9,13,21,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,529,148.2586509,165.5554935,122.9690802,214.381606
6129,6129,"LA GUARDIA AIRPORT, NY US",10,9,13,22,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,667,182.9236161,204.2647046,151.5145924,264.2958006
6130,6130,"LA GUARDIA AIRPORT, NY US",11,9,13,22.8,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,707,192.2391681,214.667071,159.1636821,277.6868015
6131,6131,"LA GUARDIA AIRPORT, NY US",12,9,13,23.5,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,802,214.7393496,239.7922737,177.6168197,310.0080624
6132,6132,"LA GUARDIA AIRPORT, NY US",13,9,13,23.9,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,819,218.4191919,243.901431,180.6262603,315.2853957
6133,6133,"LA GUARDIA AIRPORT, NY US",14,9,13,24.2,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,702,189.8529516,212.0024626,157.1897647,274.2417273
6134,6134,"LA GUARDIA AIRPORT, NY US",15,9,13,24.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,495,137.4671925,153.5050316,114.0483326,198.807823
6135,6135,"LA GUARDIA AIRPORT, NY US",16,9,13,24,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,242,69.4118436,77.50989202,57.72186571,100.5229809
6136,6136,"LA GUARDIA AIRPORT, NY US",17,9,13,23.4,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,173,50.1612981,56.01344955,41.7390726,72.67041406
6137,6137,"LA GUARDIA AIRPORT, NY US",18,9,13,22.7,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,71,20.8987719,23.33696196,17.40519893,30.29252918
6138,6138,"LA GUARDIA AIRPORT, NY US",19,9,13,22.1,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,2,0.5949456,0.66435592,0.495779712,0.862662637
6139,6139,"LA GUARDIA AIRPORT, NY US",20,9,13,21.6,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6140,6140,"LA GUARDIA AIRPORT, NY US",21,9,13,21.2,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6141,6141,"LA GUARDIA AIRPORT, NY US",22,9,13,20.8,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6142,6142,"LA GUARDIA AIRPORT, NY US",23,9,13,20.4,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
6143,6143,"LA GUARDIA AIRPORT, NY US",24,9,14,19.9,4.1,42.19719633,40.7576604,72.44872338,52.28748673,7.652127251,388.9054021,0,0,0,0,0
6144,6144,"LA GUARDIA AIRPORT, NY US",1,9,14,19.7,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
6145,6145,"LA GUARDIA AIRPORT, NY US",2,9,14,19.3,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6146,6146,"LA GUARDIA AIRPORT, NY US",3,9,14,19.1,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6147,6147,"LA GUARDIA AIRPORT, NY US",4,9,14,18.8,3.8,29.7082001,30.06927718,60.53750183,40.93278394,6.659244517,325.1202551,0,0,0,0,0
6148,6148,"LA GUARDIA AIRPORT, NY US",5,9,14,18.6,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6149,6149,"LA GUARDIA AIRPORT, NY US",6,9,14,18.6,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,5,1.5073125,1.683165625,1.256041953,2.185550109
6150,6150,"LA GUARDIA AIRPORT, NY US",7,9,14,18.9,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,37,11.0995671,12.3945166,9.246802853,16.09146916
6151,6151,"LA GUARDIA AIRPORT, NY US",8,9,14,19.9,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,124,36.6748104,40.95353828,30.53048485,53.14586835
6152,6152,"LA GUARDIA AIRPORT, NY US",9,9,14,20.8,4.7,72.82527672,61.52228058,99.34283835,74.64573902,9.7261152,536.071292,156,45.7997904,51.14309928,38.11607085,66.35808855
6153,6153,"LA GUARDIA AIRPORT, NY US",10,9,14,21.8,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,92,27.1091616,30.27189712,22.57343165,39.29033535
6154,6154,"LA GUARDIA AIRPORT, NY US",11,9,14,22.7,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,88,25.8501936,28.86604952,21.5257834,37.4663586
6155,6155,"LA GUARDIA AIRPORT, NY US",12,9,14,23.3,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,104,30.4188144,33.96767608,25.3266026,44.0843442
6156,6156,"LA GUARDIA AIRPORT, NY US",13,9,14,23.8,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,108,31.5104256,35.18664192,26.23452165,45.66538215
6157,6157,"LA GUARDIA AIRPORT, NY US",14,9,14,24.1,5.3,109.2935145,79.60496566,130.3772771,94.31928774,11.90354506,701.8328037,116,33.7712424,37.71122068,28.11482285,48.93976635
6158,6158,"LA GUARDIA AIRPORT, NY US",15,9,14,24.1,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,66,19.3305024,21.58572768,16.09972691,28.01999104
6159,6159,"LA GUARDIA AIRPORT, NY US",16,9,14,23.8,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,82,23.9994156,26.79934742,19.98558171,34.78489354
6160,6160,"LA GUARDIA AIRPORT, NY US",17,9,14,23.2,5.5,122.2102089,84.99428752,140.955951,100.1345012,12.63761635,756.2032684,24,7.0899264,7.91708448,5.9070786,10.2791718
6161,6161,"LA GUARDIA AIRPORT, NY US",18,9,14,22.6,5.4,115.7248562,82.33347313,135.6851398,97.27176167,12.27081405,729.2754121,7,2.0769861,2.319301145,1.730720228,3.011525934
6162,6162,"LA GUARDIA AIRPORT, NY US",19,9,14,21.9,5,90.50584174,70.94867254,114.5313926,84.90038439,10.80591081,618.1907607,0,0,0,0,0
6163,6163,"LA GUARDIA AIRPORT, NY US",20,9,14,21.5,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,0,0,0,0,0
6164,6164,"LA GUARDIA AIRPORT, NY US",21,9,14,21.1,4.5,61.84334514,54.82968686,89.82782807,67.39941603,9.021162565,484.0009095,0,0,0,0,0
6165,6165,"LA GUARDIA AIRPORT, NY US",22,9,14,20.6,4.4,56.62885803,51.38016858,85.28024813,63.6788006,8.673749071,459.0465644,0,0,0,0,0
6166,6166,"LA GUARDIA AIRPORT, NY US",23,9,14,20.2,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
6167,6167,"LA GUARDIA AIRPORT, NY US",24,9,15,19.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,0,0,0,0,0
6168,6168,"LA GUARDIA AIRPORT, NY US",1,9,15,19.5,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,0,0,0,0,0
6169,6169,"LA GUARDIA AIRPORT, NY US",2,9,15,19.2,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6170,6170,"LA GUARDIA AIRPORT, NY US",3,9,15,18.9,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6171,6171,"LA GUARDIA AIRPORT, NY US",4,9,15,18.7,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6172,6172,"LA GUARDIA AIRPORT, NY US",5,9,15,18.4,3.9,33.64856969,33.60712409,64.44172817,44.67848638,6.987302854,345.8103039,0,0,0,0,0
6173,6173,"LA GUARDIA AIRPORT, NY US",6,9,15,18.4,4,37.81251382,37.1769641,68.40334052,48.47101587,7.318193293,367.0350146,3,0.9053001,1.010918445,0.754398103,1.312666059
6174,6174,"LA GUARDIA AIRPORT, NY US",7,9,15,18.8,4.2,46.79856325,44.32977404,76.59965939,56.10674826,7.989283278,411.5025427,47,14.0884521,15.73210485,11.73579998,20.42357108
6175,6175,"LA GUARDIA AIRPORT, NY US",8,9,15,19.7,4.6,67.24562421,58.21329757,94.51673223,71.05860332,9.371990891,509.6986681,114,33.7838544,37.72530408,28.12628591,48.95902924
6176,6176,"LA GUARDIA AIRPORT, NY US",9,9,15,20.7,4.8,78.5706381,64.75022452,104.2971055,78.15235194,10.08333992,563.0249605,514,144.5057544,161.3647591,119.8740809,208.9730832
6177,6177,"LA GUARDIA AIRPORT, NY US",10,9,15,21.6,4.9,84.468836,67.8929954,109.3658985,81.57204502,10.44339023,590.4433487,679,186.2463729,207.9751164,154.2500914,269.0795456
6178,6178,"LA GUARDIA AIRPORT, NY US",11,9,15,22.5,5.1,96.66653463,73.91745428,119.7720449,88.13475966,11.17046599,646.1155501,758,205.0156536,228.9341465,169.6559532,296.0542629
